what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1308845773146
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1308845773146
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1308845773147
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1308845773148
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1308845773149
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1308845773169
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1308845773169
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1308845773170
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1308845773170
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1308845773171
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1308845773172
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1308845773172
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1308845773173
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1308845773174
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1308845773175
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1308845773175
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1308845773176
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1308845773176
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1308845773177
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1308845773177
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1308845773178
started,bundle,org.eclipse.egit.core,1.0.0.201106090707-r,"org.eclipse.egit.core",1308845773179
started,bundle,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui",1308845773179
started,bundle,org.eclipse.jgit,1.0.0.201106090707-r,"org.eclipse.jgit",1308845773180
started,bundle,org.eclipse.jubula.client.core,1.0.0.201106060803,"org.eclipse.jubula.client.core",1308845773181
started,bundle,org.eclipse.jubula.client.inspector.ui,1.0.0.201106060803,"org.eclipse.jubula.client.inspector.ui",1308845773181
started,bundle,org.eclipse.jubula.client.ui,1.0.0.201106060803,"org.eclipse.jubula.client.ui",1308845773181
started,bundle,org.eclipse.jubula.toolkit.common,1.0.0.201106060803,"org.eclipse.jubula.toolkit.common",1308845773182
started,bundle,org.eclipse.jubula.toolkit.provider.base,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.base",1308845773182
started,bundle,org.eclipse.jubula.toolkit.provider.concrete,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.concrete",1308845773183
started,bundle,org.eclipse.jubula.toolkit.provider.html,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.html",1308845773184
started,bundle,org.eclipse.jubula.toolkit.provider.rcp,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.rcp",1308845773184
started,bundle,org.eclipse.jubula.toolkit.provider.rcp.gef,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.rcp.gef",1308845773185
started,bundle,org.eclipse.jubula.toolkit.provider.swing,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.swing",1308845773185
started,bundle,org.eclipse.jubula.toolkit.provider.swt,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.swt",1308845773186
started,bundle,org.eclipse.mylyn.github.ui,1.0.0.201106171812,"org.eclipse.mylyn.github.ui",1308845773187
started,bundle,com.vectrace.MercurialEclipse,1.8.1.v201104191217,"com.vectrace.MercurialEclipse",1308845773187
os,sysinfo,,,"win32",1308845773191
arch,sysinfo,,,"x86",1308845773191
ws,sysinfo,,,"win32",1308845773191
locale,sysinfo,,,"zh_CN",1308845773191
processors,sysinfo,,,"8",1308845773191
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1308845773191
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1308845773191
java.specification.name,sysinfo,,,"Java Platform API Specification",1308845773191
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308845773191
java.specification.version,sysinfo,,,"1.6",1308845773191
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1308845773191
java.version,sysinfo,,,"1.6.0_26",1308845773191
java.vm.info,sysinfo,,,"mixed mode, sharing",1308845773191
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1308845773191
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1308845773191
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308845773191
java.vm.specification.version,sysinfo,,,"1.0",1308845773191
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1308845773191
java.vm.version,sysinfo,,,"20.1-b02",1308845773191
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1308845774465
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1308845774485
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1308845774510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1308845785936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1308845792120
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1308845792253
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1308845792573
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1308845792578
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1308845793047
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1308845793048
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1308845793049
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1308845793050
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1308845793051
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1308845793051
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1308845793052
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1308845793052
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1308845793053
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1308845793054
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1308845793054
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1308845793055
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.400.v201103082016,"org.eclipse.jst.ws.consumption.ui",1308845793056
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.600.v201103082016,"org.eclipse.jst.ws.consumption",1308845793057
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1308845793057
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1308845793058
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1308845793059
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1308845793059
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1308845793060
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1308845793061
stopped,bundle,org.eclipse.jst.ws,1.0.508.v201104071820,"org.eclipse.jst.ws",1308845793061
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1308845793062
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.402.v201105050214,"org.eclipse.wst.wsdl.ui",1308845793063
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1308845793064
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1308845793065
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1308845793066
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1308845793066
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1308845793067
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1308845793067
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1308845793067
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1308845793068
stopped,bundle,org.eclipse.jubula.app.cmd,1.0.0.201106060803,"org.eclipse.jubula.app.cmd",1308845793068
stopped,bundle,org.eclipse.jubula.app.dbtool,1.0.0.201106060803,"org.eclipse.jubula.app.dbtool",1308845793069
stopped,bundle,org.eclipse.jubula.app,1.0.0.201106060803,"org.eclipse.jubula.app",1308845793070
stopped,bundle,org.eclipse.jubula.client.inspector.ui,1.0.0.201106060803,"org.eclipse.jubula.client.inspector.ui",1308845793070
stopped,bundle,org.eclipse.jubula.toolkit.provider.html,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.html",1308845793070
stopped,bundle,org.eclipse.jubula.toolkit.provider.swing,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.swing",1308845793070
stopped,bundle,org.eclipse.jubula.toolkit.provider.rcp.gef,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.rcp.gef",1308845793070
stopped,bundle,org.eclipse.jubula.toolkit.provider.rcp,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.rcp",1308845793070
stopped,bundle,org.eclipse.jubula.toolkit.provider.swt,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.swt",1308845793070
stopped,bundle,org.eclipse.jubula.client.ui,1.0.0.201106060803,"org.eclipse.jubula.client.ui",1308845793140
stopped,bundle,org.eclipse.jubula.client.core,1.0.0.201106060803,"org.eclipse.jubula.client.core",1308845793140
stopped,bundle,org.eclipse.jubula.toolkit.provider.base,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.base",1308845793140
stopped,bundle,org.eclipse.jubula.toolkit.provider.concrete,1.0.0.201106060803,"org.eclipse.jubula.toolkit.provider.concrete",1308845793140
stopped,bundle,org.eclipse.jubula.toolkit.common,1.0.0.201106060803,"org.eclipse.jubula.toolkit.common",1308845793141
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.hsqldb.ui",1308845793142
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1308845793144
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.postgresql.ui",1308845793145
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sqlite.ui",1308845793146
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.0.v201104270001,"org.eclipse.jpt.jpa.eclipselink.ui",1308845793149
stopped,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1308845793151
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v201004070709,"org.eclipse.datatools.connectivity.db.generic.ui",1308845793152
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.3.v201007080903,"org.eclipse.datatools.connectivity.apache.derby.ui",1308845793153
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1308845793156
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111150,"org.eclipse.datatools.enablement.sybase.asa.ui",1308845793158
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1308845793159
stopped,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090458,"org.eclipse.datatools.enablement.sybase.ui",1308845793161
stopped,bundle,org.eclipse.datatools.sqltools.data.ui,1.2.1.v201010270945,"org.eclipse.datatools.sqltools.data.ui",1308845793162
stopped,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.1.100.v201009280455,"org.eclipse.datatools.connectivity.sqm.server.ui",1308845793163
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.1.v201002270530,"org.eclipse.datatools.sqltools.ddlgen.ui",1308845793163
stopped,bundle,org.eclipse.datatools.sqltools.db.derby.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.derby.ui",1308845793164
stopped,bundle,org.eclipse.datatools.sqltools.db.generic.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.generic.ui",1308845793164
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1308845793165
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor.ui,1.0.1.v201004060545,"org.eclipse.datatools.sqltools.routineeditor.ui",1308845793166
stopped,bundle,org.eclipse.datatools.sqltools.sqlbuilder,1.0.3.v201009131745,"org.eclipse.datatools.sqltools.sqlbuilder",1308845793167
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.debugger.core",1308845793167
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages,1.1.0.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages",1308845793168
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.1.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1308845793169
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook",1308845793170
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.2.v201009230800,"org.eclipse.datatools.sqltools.sqleditor",1308845793171
stopped,bundle,org.eclipse.datatools.sqltools.editor.core.ui,1.0.0.v201001150815,"org.eclipse.datatools.sqltools.editor.core.ui",1308845793172
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.tabledataeditor",1308845793172
stopped,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.0.v201002281800,"org.eclipse.datatools.connectivity.sqm.core.ui",1308845793173
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1308845793174
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.ui.dse",1308845793175
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1308845793176
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1308845793177
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.200.v201104061711,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1308845793177
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1308845793179
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1308845793180
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1308845793180
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.100.v201104061711,"org.eclipse.jst.pagedesigner.jsf.ui",1308845793181
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.3.v201104032306,"org.eclipse.jst.pagedesigner",1308845793183
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1308845793183
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1308845793184
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1308845793185
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1308845793186
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1308845793187
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20110508,"org.eclipse.pde.runtime",1308845793187
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1308845793189
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1308845793191
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1308845793234
